2021-01-14T19:59:51 [AT_GLOBAL       ]I:  Task Server Log - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q  (V3.4.3.R1 localhost.localdomain Linux 4.14.59-64.43.amzn1.x86_64 #1 SMP Thu Aug 2 21:29:33 UTC 2018 x86_64 64-bit, PID: 9058) started at Thu Jan 14 19:59:51 2021  (at_logger.c:2700)
2021-01-14T19:59:51 [DATA_STRUCTURE  ]I:  SQLite version is 3.31.1  (at_sqlite.c:174)
2021-01-14T19:59:51 [VALIDATOR       ]I:  validation_util_class_initialize  (validation_util.c:70)
2021-01-14T19:59:51 [VALIDATOR       ]I:  Creating Table Def Mutex  (validation_util.c:74)
2021-01-14T19:59:51 [VALIDATOR       ]I:  ==> Success Creating Table Def Mutex  (validation_util.c:82)
2021-01-14T19:59:51 [COMMON          ]D:  at_common_is_supported: load_common_wrapper( common_load_locker ) failed  (at_common.c:69)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Execute Request Task 'HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q' running full load and CDC with flags fresh start with cdcPosition null and stop_at null  (replicationtask.c:753)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  BatchApplyPreserveTransaction is set to false, because BatchApplyEnabled is false  (replicationtask.c:1100)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task 'HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q' starting full load and CDC in fresh start mode  (replicationtask.c:1312)
2021-01-14T19:59:52 [TASK_MANAGER    ]D:  The task is running on EC2 machine  (replicationtask.c:1456)
2021-01-14T19:59:52 [VALIDATOR       ]I:  Latest supported feature version is : 1  (task_features.c:107)
2021-01-14T19:59:52 [TASK_MANAGER    ]D:  Task Manager starting. Topology was created  (replicationtask.c:1645)
2021-01-14T19:59:52 [TASK_MANAGER    ]D:  Task Manager starting. Allocated  (replicationtask_cmd.c:177)
2021-01-14T19:59:52 [TASK_MANAGER    ]D:  Task Manager starting. Thread Started  (replicationtask_cmd.c:194)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task Id: dc3b4d36-c77f-4cde-aa9e-8037fac2bb49  (replicationtask.c:3279)
2021-01-14T19:59:52 [TASK_MANAGER    ]D:  Start control thread  (replicationtask.c:3288)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  LOB support on the task has been enabled  (endpointshell.c:1792)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task is running in Limited LOB Mode. MaxLobSize is set to '32768' Bytes  (endpointshell.c:1795)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Truncate trailing binary zeros in char columns  (oracle_endpoint_imp.c:725)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Supplemental logging automatic definition is disabled  (oracle_endpoint_imp.c:879)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Going to connect to Oracle server (DESCRIPTION=(CONNECT_TIMEOUT=8)(ENABLE=BROKEN)(ADDRESS=(PROTOCOL=TCP)(HOST=octora01.czzdit7hfndz.us-east-2.rds.amazonaws.com)(PORT=1521))(CONNECT_DATA=(SERVICE_NAME=OCTORA01))) with username dmsuser  (oracle_endpoint_imp.c:1308)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Connecting to Oracle: Beginning session  (oracle_endpoint_conn.c:958)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Source endpoint 'Oracle' is using provider syntax 'Oracle'  (provider_syntax_manager.c:622)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Going to connect to ODBC connection string: DRIVER={PostgreSQL};SERVER=aurpg02-instance-1.czzdit7hfndz.us-east-2.rds.amazonaws.com;DATABASE=aurpg02;PORT=5432;MaxVarcharSize=32768;UID=postgres;  (odbc_endpoint_imp.c:1930)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  Target endpoint 'PostgreSQL' is using provider syntax 'PostgreSQLLinux'  (provider_syntax_manager.c:628)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  postgres_set_encoding(...) Main encoding details: Name='UTF8', Language='all', isServerEncoding?='true' storageFactor=4, ConverterName='UTF-8'  (odbc_endpoint_imp.c:2567)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Preparing all components  (replicationtask.c:1935)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q is in STARTING state, updating starting status to AR_PREPARING_COMPONENTS  (repository.c:5111)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Creating threads for all components  (replicationtask.c:1968)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q is in STARTING state, updating starting status to AR_CREATING_TREADS  (repository.c:5111)
2021-01-14T19:59:52 [TASK_MANAGER    ]I:  Task - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q is in STARTING state, updating starting status to AR_CREATING_TABLES_LIST  (repository.c:5111)
2021-01-14T19:59:52 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager started.  (tasktablesmanager.c:928)
2021-01-14T19:59:52 [METADATA_MANAGE ]I:  OCI_ATTR_RECEIVE_TIMEOUT temporary set to 1800000 millisecs (~30 mins)  (oracle_endpoint_lists.c:1023)
2021-01-14T19:59:53 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager ended.  (tasktablesmanager.c:935)
2021-01-14T19:59:53 [TASK_MANAGER    ]I:  Allocating CDC subtask (initialize sorter component and load swap files if any).  (replicationtask.c:2116)
2021-01-14T19:59:53 [TASK_MANAGER    ]I:  Task - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q is in STARTING state, updating starting status to AR_SUBTASKS_ALLOCATION  (repository.c:5111)
2021-01-14T19:59:53 [TASK_MANAGER    ]D:  Create thread for component st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA  (subtask.c:928)
2021-01-14T19:59:53 [TASK_MANAGER    ]D:  Create thread for component st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY  (subtask.c:928)
2021-01-14T19:59:53 [TASK_MANAGER    ]D:  Create thread for component st_0_transaction_sorter  (subtask.c:928)
2021-01-14T19:59:53 [TASK_MANAGER    ]I:  Task Manager starting. CDC subtask created  (replicationtask.c:2135)
2021-01-14T19:59:53 [TASK_MANAGER    ]I:  Threads for all components were created  (replicationtask.c:2155)
2021-01-14T19:59:53 [TASK_MANAGER    ]I:  Task initialization completed successfully  (replicationtask.c:3336)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Use any Oracle Archived Redo Log Destination  (oracle_endpoint_imp.c:996)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Prefetch row count for log miner is set to 100  (oracle_endpoint_imp.c:1006)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Read '63' blocks backward  (oracle_endpoint_imp.c:1022)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Oracle CDC uses Oracle File Access mode  (oracle_endpoint_imp.c:1038)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Wait '5' minutes for missing Archived Redo log  (oracle_endpoint_imp.c:1176)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  retry timeout is '120' minutes  (oracle_endpoint_imp.c:1192)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Scale is set to 10 for NUMBER Datatype  (oracle_endpoint_imp.c:1222)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Retry interval is set to 5  (oracle_endpoint_imp.c:1238)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: NLS environment created  (oracle_endpoint_conn.c:904)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Handles allocated  (oracle_endpoint_conn.c:923)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Server attached  (oracle_endpoint_conn.c:930)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Connecting to Oracle: Beginning session  (oracle_endpoint_conn.c:958)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Allocating single statement  (oracle_endpoint_conn.c:992)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Applying session settings  (oracle_endpoint_conn.c:1002)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select value from v$nls_parameters where parameter = 'NLS_CHARACTERSET''  (oracle_endpoint_conn.c:780)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select value from v$nls_parameters where parameter = 'NLS_NCHAR_CHARACTERSET''  (oracle_endpoint_conn.c:790)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select version from sys.dba_registry where comp_id = 'CATALOG''  (oracle_endpoint_conn.c:333)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]I:  Oracle source database version is 19.0.0.0.0  (oracle_endpoint_conn.c:346)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select name, con_id from v$containers'  (oracle_endpoint_conn.c:1115)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from dba_tablespaces where ENCRYPTED = ' ''  (oracle_endpoint_conn.c:1170)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from all_tables where owner = ' ' and compress_for = ' ''  (oracle_endpoint_conn.c:1077)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from all_views where owner='SYS' and view_name='ALL_ENCRYPTED_COLUMNS''  (oracle_endpoint_conn.c:1202)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Table all_encrypted_columns may be used  (oracle_endpoint_conn.c:1211)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from sys.enc$'  (oracle_endpoint_conn.c:1215)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Table sys.enc$ may be used  (oracle_endpoint_conn.c:1223)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select count(*) from dba_objects where 1 = 0 '  (oracle_endpoint_conn.c:834)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  The permission for 'select on dba_objects' is granted  (oracle_endpoint_conn.c:843)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select log_mode from v$database'  (oracle_endpoint_conn.c:169)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]D:  ORA-04088: error during execution of trigger 'RDSADMIN.RDS_DDL_TRIGGER2' ORA-00604: error occurred at recursive SQL level 1 ORA-20900: Invalid path used for directory: awsdms_dir_test ORA-06512: at "RDSADMIN.RDSADMIN_TRIGGER_UTIL", line 404 ORA-06512: at line 2  [1022307]  (oracle_endpoint_utils.c:3200)
2021-01-14T19:59:53 [SOURCE_CAPTURE  ]E:  ORA-04088: error during execution of trigger 'RDSADMIN.RDS_DDL_TRIGGER2' ORA-00604: error occurred at recursive SQL level 1 ORA-20900: Invalid path used for directory: awsdms_dir_test ORA-06512: at "RDSADMIN.RDSADMIN_TRIGGER_UTIL", line 404 ORA-06512: at line 2  [1022307]  (oracle_endpoint_utils.c:3200)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]W:  Database is not RDS Oracle instance  (oracle_endpoint_conn.c:566)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'SELECT CASE WHEN COUNT(1) = 1 THEN 1 ELSE 0 END P FROM v$parameter WHERE NAME = 'max_string_size' AND VALUE = 'EXTENDED''  (oracle_endpoint_conn.c:582)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select value from v$parameter where name='compatible''  (oracle_endpoint_conn.c:63)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  Oracle compatibility version is 19.0.0  (oracle_endpoint_conn.c:93)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select supplemental_log_data_min, DATABASE_ROLE, SUPPLEMENTAL_LOG_DATA_PK, SUPPLEMENTAL_LOG_DATA_ALL from v$database'  (oracle_endpoint_conn.c:114)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  Database role is 'PRIMARY'  (oracle_endpoint_conn.c:139)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  SUPPLEMENTAL_LOG_DATA_PK is set  (oracle_endpoint_conn.c:148)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Prepare component st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA  (subtask.c:846)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Component st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA is waiting to all thread be initialized. Not initialized counter 2  (subtask.c:1320)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Validating driver 'PostgreSQL'  (odbc_endpoint_imp.c:2946)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Error_State: Connection is in error state '0'. Disabling savepoints.  (odbc_endpoint_imp.c:1840)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  Going to connect to ODBC connection string: PROTOCOL=7.4-0;DRIVER={PostgreSQL};SERVER=aurpg02-instance-1.czzdit7hfndz.us-east-2.rds.amazonaws.com;DATABASE=aurpg02;PORT=5432;MaxVarcharSize=32768;UID=postgres;  (odbc_endpoint_imp.c:1930)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Setting connection timeout as : '8'  (ar_odbc_conn.c:523)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC version '03.52'  (ar_odbc_conn.c:578)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC qualifier name separator: '.'  (ar_odbc_conn.c:587)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC quote char: '"'  (ar_odbc_conn.c:594)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC dbms name: 'PostgreSQL'  (ar_odbc_conn.c:601)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC dbms version: '11.0.7'  (ar_odbc_conn.c:607)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC driver name: 'psqlodbcw.so'  (ar_odbc_conn.c:613)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC driver version: '12.01.0000'  (ar_odbc_conn.c:619)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC database name: 'aurpg02'  (ar_odbc_conn.c:625)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC server name: 'aurpg02-instance-1.czzdit7hfndz.us-east-2.rds.amazonaws.com'  (ar_odbc_conn.c:633)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max schema name len: '63'  (ar_odbc_conn.c:639)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max table name len: '63'  (ar_odbc_conn.c:644)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max column name len: '63'  (ar_odbc_conn.c:649)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC provider needs long data len: 'N'  (ar_odbc_conn.c:655)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Search pattern escape: '\'  (ar_odbc_conn.c:667)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC Provider supported data types:   (ar_odbc_conn.c:1131)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Setting connection timeout as : '8'  (ar_odbc_conn.c:523)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC version '03.52'  (ar_odbc_conn.c:578)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC qualifier name separator: '.'  (ar_odbc_conn.c:587)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC quote char: '"'  (ar_odbc_conn.c:594)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC dbms name: 'PostgreSQL'  (ar_odbc_conn.c:601)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC dbms version: '11.0.7'  (ar_odbc_conn.c:607)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC driver name: 'psqlodbcw.so'  (ar_odbc_conn.c:613)
