"2008-12-22", "XAE15", "LPA", "HAM", "scheduled" 
"2008-09-22", "ICH19", "CRK", "TAS", "landed" 
"2008-03-20", "NAP10", "ADW", "HAM", "landed" 
"2008-06-04", "SWT31", "MED", "MDW", "cancelled" 
"2008-09-20", "VY27", "KUV", "MDL", "scheduled" 
"2008-08-01", "S329", "LEJ", "DAR", "cancelled" 
"2008-09-11", "XAA74", "COS", "SNA", "scheduled" 
"2008-09-10", "PNR19", "DEL", "MHT", "unknown" 
"2008-01-25", "HCQ22", "MBA", "KOJ", "active" 
"2008-02-16", "WLH30", "ALG", "MAD", "unknown" 
"2008-04-01", "PRP18", "YYT", "LGA", "cancelled" 
"2008-08-01", "JCQ66", "MED", "LUN", "unknown" 
"2008-01-05", "FCQ40", "NAT", "PTP", "unknown" 
"2008-10-03", "COT13", "FMO", "DUS", "landed" 
"2008-07-05", "CIQ19", "GPT", "FWA", "unknown" 
"2008-08-27", "ZUQ29", "JLN", "SDQ", "cancelled" 
"2008-03-13", "XBZ10", "CJU", "ATQ", "unknown" 
"2008-02-28", "JB23", "SKP", "FMO", "unknown" 
"2008-03-26", "PA29", "TLL", "BOJ", "cancelled" 
"2008-05-17", "ZN32", "BRU", "AKL", "cancelled" 
"2008-10-25", "WDQ24", "ISE", "CID", "scheduled" 
"2008-11-03", "CTR10", "NAT", "XMN", "active" 
"2008-07-27", "XAE11", "TPE", "FFO", "cancelled" 
"2008-11-23", "CSK31", "DAY", "ISE", "cancelled" 
"2008-11-27", "PV10", "WRO", "SPI", "landed" 
"2008-02-05", "UA13", "SAW", "LGW", "landed" 
"2008-04-17", "BXQ21", "TNA", "BRU", "unknown" 
"2008-10-13", "VEZ21", "YYT", "HTS", "scheduled" 
"2008-07-06", "BX12", "MMX", "AER", "scheduled" 
"2008-10-06", "SUT30", "PVR", "DBQ", "unknown" 
"2008-09-12", "TP15", "TRI", "PPT", "scheduled" 
"2008-11-02", "MUA11", "TUN", "GDN", "cancelled" 
"2008-03-11", "KW48", "THR", "RSW", "landed" 
"2008-09-27", "P985", "NCL", "BZE", "active" 
"2008-01-06", "LEQ40", "SKT", "IAD", "unknown" 
"2008-06-06", "PBA94", "LFI", "AUH", "unknown" 
"2008-04-07", "TEN10", "DAM", "PVG", "scheduled" 
"2008-04-26", "K825", "EDW", "ALG", "cancelled" 
"2008-10-12", "KW24", "ESB", "HGA", "cancelled" 
"2008-04-10", "BEN24", "KEF", "BKO", "unknown" 
"2008-01-22", "PRN14", "KTW", "NKG", "cancelled" 
"2008-09-05", "LKN24", "NKG", "WNZ", "active" 
"2008-11-02", "CRO18", "KRT", "CAG", "unknown" 
