"1999-03-06", "LT52", "AAP", "TBZ", "unknown" 
"1999-07-09", "SHS22", "ATH", "LPL", "scheduled" 
"1999-08-23", "AOI24", "SAV", "JNB", "active" 
"1999-03-01", "DFS90", "JFK", "BLL", "active" 
"1999-06-08", "THO21", "SVG", "BRU", "cancelled" 
"1999-03-14", "BAH11", "GDL", "BGO", "cancelled" 
"1999-11-06", "TR11", "CHS", "KZN", "unknown" 
"1999-11-28", "EI17", "NAY", "FOC", "active" 
"1999-06-02", "CTL25", "TLL", "SJJ", "active" 
"1999-05-21", "RJS10", "BZZ", "ABV", "unknown" 
"1999-02-25", "MAX98", "IST", "SSC", "cancelled" 
"1999-03-10", "SX12", "VIE", "CDG", "landed" 
"1999-03-02", "ANT48", "NRT", "BLV", "cancelled" 
"1999-04-10", "XBJ33", "OPO", "TNA", "unknown" 
"1999-02-22", "MKQ25", "LIR", "PVR", "scheduled" 
"1999-01-24", "KM49", "DAB", "HAM", "active" 
"1999-02-22", "TAL17", "TRN", "LLA", "cancelled" 
"1999-08-04", "LAH35", "BFS", "NDJ", "unknown" 
"1999-12-13", "EWA11", "KUV", "JAN", "cancelled" 
"1999-12-17", "ATT12", "PVG", "DKR", "unknown" 
"1999-08-03", "F911", "MKE", "CMN", "cancelled" 
"1999-01-04", "MTV15", "RGN", "UBN", "landed" 
"1999-10-19", "WL19", "KGL", "DJJ", "scheduled" 
"1999-04-22", "NEB15", "BGY", "XIY", "active" 
"1999-05-16", "ATX27", "JUB", "SSC", "unknown" 
"1999-08-18", "LCT88", "DAR", "GCM", "scheduled" 
"1999-03-25", "CMD23", "UIO", "BKO", "active" 
"1999-05-14", "IEX20", "CCU", "PBI", "landed" 
"1999-05-15", "CC49", "GSP", "MTY", "unknown" 
"1999-11-06", "WD32", "MSN", "BUF", "active" 
"1999-04-13", "PHL17", "LUN", "OVB", "landed" 
"1999-02-05", "PEQ43", "FIH", "DSA", "landed" 
"1999-11-25", "NB27", "EBB", "MHZ", "active" 
"1999-04-27", "GRO11", "FUK", "MFM", "landed" 
"1999-09-15", "RSQ14", "DLH", "LAX", "cancelled" 
"1999-09-17", "RTQ33", "HOU", "HGH", "scheduled" 
"1999-09-24", "NW20", "ALG", "NKG", "cancelled" 
"1999-05-05", "XAQ14", "FSM", "BFS", "scheduled" 
"1999-07-26", "EAQ88", "BLL", "FSZ", "landed" 
"1999-05-18", "RJS34", "BKK", "BUF", "landed" 
"1999-04-28", "NLQ19", "LJU", "HYD", "cancelled" 
"1999-08-09", "PCR19", "LTK", "SEA", "unknown" 
"1999-09-13", "NRN40", "LAX", "YYT", "cancelled" 
"1999-01-18", "OF25", "END", "LBB", "cancelled" 
"1999-06-11", "R025", "URC", "GRJ", "cancelled" 
"1999-02-08", "BFG31", "CHS", "HSV", "scheduled" 
"1999-04-16", "WW15", "DVO", "MEM", "landed" 
"1999-08-22", "BF16", "GZT", "DLM", "cancelled" 
"1999-07-18", "NJA31", "ORK", "BOS", "active" 
"1999-03-07", "PCL24", "BKK", "IND", "unknown" 
"1999-02-08", "CAP17", "EBB", "YUL", "landed" 
"1999-10-05", "HU12", "CNX", "JAN", "landed" 
"1999-04-06", "VER22", "SGF", "BOO", "active" 
"1999-03-09", "SJQ60", "GCM", "ESB", "scheduled" 
"1999-04-14", "GRO31", "DQM", "BLV", "landed" 
"1999-07-11", "MJ30", "VVI", "ZNZ", "active" 
"1999-12-26", "IND13", "ALG", "NAS", "landed" 
"1999-12-21", "AIQ23", "ARN", "BRE", "unknown" 
"1999-10-24", "S521", "NDJ", "LTN", "landed" 
"1999-09-04", "C597", "MAA", "ABQ", "scheduled" 
"1999-03-13", "PR19", "FCO", "JAX", "active" 
"1999-10-12", "TH46", "PTY", "SLC", "cancelled" 
"1999-11-25", "OCR13", "AAP", "RPLL", "active" 
"1999-09-15", "JJ18", "ATL", "ICT", "cancelled" 
"1999-11-28", "BDQ10", "CLT", "GZT", "landed" 
"1999-03-19", "FRS28", "YUL", "MHZ", "active" 
"1999-05-28", "TNQ78", "PSA", "REP", "active" 
"1999-07-15", "CZQ28", "ORF", "VAR", "cancelled" 
"1999-12-11", "LC95", "HSV", "BWI", "cancelled" 
"1999-08-24", "NUM11", "JED", "BTS", "landed" 
"1999-02-14", "HEP76", "VBG", "PIT", "cancelled" 
"1999-11-25", "BNQ20", "WRB", "FRU", "landed" 
"1999-04-06", "WLH69", "EBB", "EZE", "landed" 
"1999-06-20", "SU22", "RGN", "PRG", "unknown" 
"1999-02-19", "BRK28", "DCA", "GSB", "cancelled" 
"1999-01-14", "XBH14", "BEY", "NCE", "landed" 
"1999-02-23", "NEB13", "MTY", "LIM", "cancelled" 
"1999-03-27", "GCH19", "ZIA", "CAE", "unknown" 
"1999-04-28", "W361", "BJV", "LTK", "active" 
"1999-07-19", "AMT17", "BNA", "LGA", "unknown" 
"1999-03-16", "FFQ13", "ICN", "EDW", "cancelled" 
"1999-11-16", "NAQ38", "GSP", "BFS", "cancelled" 
"1999-05-12", "MAC24", "LGW", "FCO", "active" 
"1999-07-04", "KX28", "ABZ", "DUR", "unknown" 
"1999-04-03", "FJ20", "DPS", "LAX", "cancelled" 
"1999-07-17", "CAZ37", "SOF", "DMM", "landed" 
"1999-02-16", "EGL27", "SDQ", "NAP", "unknown" 
"1999-12-01", "RY17", "LIS", "AUH", "cancelled" 
"1999-02-07", "MST25", "MLU", "HAK", "scheduled" 
"1999-04-04", "BCA18", "FCO", "GRU", "landed" 
"1999-12-11", "IW75", "PBI", "ACC", "landed" 
"1999-07-22", "XAE90", "DWC", "GRU", "unknown" 
"1999-02-23", "GDW22", "FSM", "KJA", "active" 
"1999-02-11", "QH29", "MOB", "BOD", "cancelled" 
"1999-12-16", "NZ13", "CGO", "HGA", "landed" 
"1999-03-13", "GCQ55", "BOO", "MCT", "cancelled" 
"1999-09-24", "GSQ20", "KWL", "ROV", "cancelled" 
"1999-09-25", "IB27", "TSE", "BZZ", "landed" 
"1999-07-22", "WAQ15", "KTM", "PMO", "unknown" 
"1999-01-05", "AJ50", "KBP", "TPA", "active" 
"1999-04-09", "GBQ18", "LEJ", "CUZ", "cancelled" 
"1999-09-08", "SSP44", "SHO", "SAN", "active" 
