"2009-05-05", "HYA30", "SEZ", "AGS", "scheduled" 
"2009-07-01", "ASD14", "RIX", "MIA", "landed" 
"2009-05-22", "BBQ92", "UBN", "PUJ", "active" 
"2009-10-01", "GSQ24", "MLA", "CNF", "active" 
"2009-08-26", "V925", "PEK", "STR", "scheduled" 
"2009-05-08", "FB30", "GCM", "DAM", "landed" 
"2009-07-16", "ECI22", "AAL", "ESB", "scheduled" 
"2009-06-27", "PU28", "MAN", "ABQ", "cancelled" 
"2009-06-28", "XBT13", "PTP", "ORY", "scheduled" 
"2009-07-19", "TVL11", "HRK", "LEJ", "landed" 
"2009-08-05", "OOZ54", "SNN", "KRT", "unknown" 
"2009-10-23", "CCA37", "DAM", "DFW", "cancelled" 
"2009-05-16", "PP39", "DWC", "MEX", "scheduled" 
"2009-11-13", "PP25", "VAR", "TBZ", "unknown" 
"2009-02-14", "AME29", "ASB", "SCQ", "landed" 
"2009-08-27", "GRA30", "CTA", "PKX", "active" 
"2009-12-11", "COC10", "PRN", "GDN", "scheduled" 
"2009-11-24", "LU86", "HMO", "SUB", "scheduled" 
"2009-06-24", "LB47", "TBZ", "KWL", "scheduled" 
"2009-12-27", "WAW37", "AYT", "ROV", "unknown" 
"2009-04-21", "SUT13", "BNE", "ADA", "scheduled" 
"2009-11-16", "HLQ10", "AMM", "CGK", "unknown" 
"2009-06-21", "XBM12", "LGG", "KEF", "landed" 
"2009-06-05", "LJ17", "YEG", "BAD", "cancelled" 
"2009-10-01", "MST29", "CJJ", "KEF", "active" 
"2009-01-12", "TDQ29", "SAV", "DWC", "active" 
"2009-03-08", "PR28", "TRV", "BAD", "active" 
"2009-02-08", "ANC26", "MSN", "KEF", "scheduled" 
"2009-02-08", "MS94", "HEL", "DUB", "cancelled" 
"2009-09-01", "IJ42", "WLG", "KGL", "scheduled" 
"2009-12-21", "EU44", "HRI", "PVR", "unknown" 
"2009-03-21", "BCQ11", "DTM", "SFO", "scheduled" 
"2009-12-07", "IMP52", "DSS", "ZRH", "landed" 
"2009-06-05", "PNR17", "LYS", "KNH", "landed" 
"2009-04-05", "GSQ24", "GOT", "CLT", "unknown" 
"2009-02-04", "GCS25", "SAT", "MBS", "active" 
"2009-11-11", "ARP89", "VIE", "LFI", "unknown" 
"2009-08-15", "TPQ42", "BOO", "HER", "landed" 
"2009-07-05", "OR15", "MHD", "DBQ", "active" 
"2009-02-24", "CA28", "AGP", "DAL", "cancelled" 
"2009-12-23", "G793", "KOJ", "PUJ", "active" 
"2009-05-24", "FCA82", "TBS", "PUJ", "scheduled" 
"2009-01-16", "RSV49", "SDF", "COK", "unknown" 
"2009-12-21", "JXQ91", "NAY", "DXB", "active" 
"2009-05-20", "CHE18", "CID", "NAS", "active" 
"2009-02-09", "GAV86", "VAR", "KMG", "unknown" 
"2009-06-14", "RAN94", "BHM", "LTX", "active" 
"2009-03-11", "KI15", "TIJ", "BWN", "unknown" 
"2009-09-01", "ZUQ17", "DPS", "BLA", "scheduled" 
"2009-12-01", "ROE16", "TFN", "LEX", "unknown" 
"2009-09-28", "ARQ12", "BNE", "DTM", "landed" 
"2009-04-21", "ZMZ16", "PVG", "EBB", "landed" 
"2009-04-08", "EW34", "PAM", "LFT", "landed" 
"2009-09-21", "GY77", "ASB", "YEG", "unknown" 
"2009-07-04", "IRQ32", "CNX", "SGF", "cancelled" 
"2009-12-23", "ARS19", "COK", "HAM", "scheduled" 
"2009-02-03", "PW13", "CPH", "CCJ", "active" 
"2009-01-15", "X928", "PVD", "MAD", "scheduled" 
"2009-07-19", "NHA21", "PIT", "SHJ", "landed" 
"2009-02-28", "TRO24", "CTU", "RST", "landed" 
"2009-11-06", "XAQ75", "SOF", "TOS", "active" 
"2009-02-02", "MST19", "SIN", "KOJ", "cancelled" 
"2009-06-26", "SIA21", "RIC", "NKC", "unknown" 
"2009-04-26", "OE53", "NGB", "CGO", "scheduled" 
"2009-06-28", "WC72", "NAP", "ALC", "landed" 
"2009-03-09", "SAC68", "PMO", "CEB", "cancelled" 
"2009-12-02", "W925", "NAT", "LPA", "unknown" 
"2009-03-26", "GST13", "JFK", "LCK", "scheduled" 
"2009-01-01", "CHS23", "CWL", "GZT", "scheduled" 
"2009-05-08", "CA17", "NWI", "GVA", "cancelled" 
"2009-12-20", "CRB46", "AUS", "CVG", "landed" 
"2009-10-27", "SCY18", "FTW", "CAE", "scheduled" 
"2009-09-25", "TK44", "CCU", "RIC", "scheduled" 
"2009-08-09", "QT10", "MSN", "PBI", "unknown" 
"2009-03-07", "SYM22", "GCLA", "NGO", "cancelled" 
"2009-09-10", "GRA34", "LCK", "ORY", "active" 
"2009-09-11", "JF10", "TYN", "BRE", "landed" 
